video_name,frame_idx,active_side,elbow_angle,hip_angle,knee_angle,hip_deviation,label,error_type
Copy of push up 149.mp4,164,right,91.03,179.48,179.61,0.001,0,salah
Copy of push up 149.mp4,165,right,93.43,179.46,178.91,0.0023,0,salah
Copy of push up 149.mp4,166,right,93.38,179.63,178.58,0.0018,0,salah
Copy of push up 149.mp4,167,right,91.02,179.49,178.51,0.001,0,salah
Copy of push up 149.mp4,168,right,87.85,179.21,177.83,0.001,0,salah
Copy of push up 149.mp4,169,right,83.38,179.58,178.27,0.0027,0,salah
Copy of push up 149.mp4,170,right,79.7,178.86,179.06,0.0039,0,salah
Copy of push up 149.mp4,171,right,77.47,178.25,179.38,0.0051,0,salah
Copy of push up 149.mp4,172,right,75.48,177.64,179.53,0.0064,0,salah
Copy of push up 149.mp4,173,right,74.8,177.04,179.6,0.0077,0,salah
Copy of push up 149.mp4,174,right,74.0,176.69,179.6,0.0086,0,salah
Copy of push up 149.mp4,175,right,73.55,176.76,179.53,0.0088,0,salah
Copy of push up 149.mp4,176,right,72.96,176.8,179.52,0.0087,0,salah
Copy of push up 149.mp4,177,right,72.33,176.87,179.52,0.0085,0,salah
Copy of push up 149.mp4,178,right,70.96,177.04,179.56,0.008,0,salah
Copy of push up 149.mp4,179,right,70.03,176.87,179.57,0.0079,0,salah
Copy of push up 149.mp4,180,right,68.3,176.72,179.21,0.0076,0,salah
Copy of push up 149.mp4,181,right,69.27,177.09,179.53,0.0071,0,salah
Copy of push up 149.mp4,182,right,72.35,177.66,179.25,0.0068,0,salah
Copy of push up 149.mp4,183,right,71.03,177.99,179.13,0.0061,0,salah
Copy of push up 149.mp4,184,right,68.49,177.73,179.39,0.0063,0,salah
Copy of push up 149.mp4,185,right,66.89,177.24,179.59,0.0069,0,salah
Copy of push up 149.mp4,186,right,66.49,177.6,179.51,0.0064,0,salah
Copy of push up 149.mp4,187,right,65.04,177.54,179.59,0.0064,0,salah
Copy of push up 149.mp4,188,right,65.22,177.22,179.46,0.0075,0,salah
Copy of push up 149.mp4,189,right,65.94,176.31,179.58,0.0095,0,salah
Copy of push up 149.mp4,190,right,66.65,175.64,179.21,0.0119,0,salah
Copy of push up 149.mp4,191,right,64.64,174.49,179.33,0.0133,0,salah
Copy of push up 149.mp4,192,right,62.31,174.23,179.17,0.0137,0,salah
Copy of push up 149.mp4,193,right,61.73,173.97,179.54,0.015,0,salah
Copy of push up 149.mp4,194,right,60.14,173.44,179.59,0.0164,0,salah
Copy of push up 149.mp4,195,right,59.24,173.01,178.97,0.0164,0,salah
Copy of push up 149.mp4,196,right,56.55,172.61,178.46,0.0167,0,salah
Copy of push up 149.mp4,197,right,56.13,171.83,178.43,0.0186,0,salah
Copy of push up 149.mp4,198,right,55.76,172.01,179.57,0.0198,0,salah
Copy of push up 149.mp4,199,right,54.03,171.74,179.59,0.0208,0,salah
Copy of push up 149.mp4,200,right,53.94,171.17,179.0,0.0233,0,salah
Copy of push up 149.mp4,201,right,53.14,170.15,179.38,0.0253,0,salah
Copy of push up 149.mp4,202,right,53.35,170.18,179.32,0.0253,0,salah
Copy of push up 149.mp4,203,right,53.17,170.18,178.35,0.0266,0,salah
Copy of push up 149.mp4,204,right,52.89,169.84,177.84,0.0282,0,salah
Copy of push up 149.mp4,205,right,52.92,169.8,177.88,0.0283,0,salah
Copy of push up 149.mp4,206,right,52.74,169.51,177.85,0.0291,0,salah
Copy of push up 149.mp4,207,right,52.77,169.66,177.21,0.0295,0,salah
Copy of push up 149.mp4,208,right,53.42,169.43,176.23,0.0315,0,salah
Copy of push up 149.mp4,209,right,53.63,168.94,175.63,0.0336,0,salah
Copy of push up 149.mp4,210,right,53.65,169.12,174.99,0.034,0,salah
Copy of push up 149.mp4,211,right,54.29,169.2,174.26,0.0348,0,salah
Copy of push up 149.mp4,212,right,54.94,168.94,173.34,0.0366,0,salah
Copy of push up 149.mp4,213,right,56.18,168.36,172.81,0.0388,0,salah
Copy of push up 149.mp4,214,right,56.71,168.4,170.88,0.0413,0,sagging
Copy of push up 149.mp4,215,right,58.21,168.92,168.14,0.0434,0,sagging
Copy of push up 149.mp4,216,right,59.47,168.91,165.78,0.0468,0,sagging
Copy of push up 149.mp4,217,right,62.15,167.31,165.22,0.0518,0,sagging
Copy of push up 149.mp4,218,right,64.79,167.3,163.04,0.0553,0,sagging
Copy of push up 149.mp4,219,right,66.46,165.49,163.76,0.0592,0,sagging
Copy of push up 149.mp4,220,right,68.4,163.86,164.7,0.0626,0,sagging
Copy of push up 149.mp4,221,right,70.03,162.18,165.28,0.0665,0,sagging
Copy of push up 149.mp4,222,right,74.02,161.03,166.14,0.0687,0,sagging
Copy of push up 149.mp4,223,right,75.61,159.42,167.36,0.0718,0,sagging
Copy of push up 149.mp4,224,right,76.61,159.17,167.97,0.0718,0,sagging
Copy of push up 149.mp4,225,right,80.7,158.23,168.28,0.0741,0,sagging
Copy of push up 149.mp4,226,right,86.81,156.2,168.36,0.08,0,sagging
Copy of push up 149.mp4,227,right,94.82,154.16,168.77,0.085,0,sagging
Copy of push up 149.mp4,228,right,105.68,150.95,169.07,0.0948,0,sagging
Copy of push up 149.mp4,229,right,111.65,148.61,169.02,0.102,0,sagging
Copy of push up 149.mp4,230,right,119.07,145.75,168.85,0.1117,0,sagging
Copy of push up 149.mp4,231,right,125.05,142.77,167.64,0.1235,0,sagging
Copy of push up 149.mp4,232,right,130.48,140.49,165.43,0.1347,0,sagging
Copy of push up 149.mp4,233,right,136.1,139.66,160.25,0.1469,0,sagging
Copy of push up 149.mp4,234,right,143.64,139.11,153.82,0.1642,0,sagging
Copy of push up 149.mp4,235,right,149.18,140.91,148.46,0.1718,0,sagging
Copy of push up 149.mp4,236,right,153.82,142.81,144.5,0.1763,0,sagging
Copy of push up 149.mp4,237,right,158.26,145.12,141.01,0.1778,0,sagging
Copy of push up 149.mp4,238,right,161.13,146.4,138.54,0.1802,0,sagging
Copy of push up 149.mp4,239,right,163.11,146.99,138.08,0.1813,0,sagging
Copy of push up 149.mp4,240,right,163.52,147.8,138.46,0.1805,0,sagging
Copy of push up 149.mp4,241,right,164.4,149.8,137.36,0.1766,0,sagging
Copy of push up 149.mp4,242,right,165.05,153.53,136.16,0.1633,0,sagging
Copy of push up 149.mp4,243,right,166.07,153.93,140.54,0.1536,0,sagging
Copy of push up 149.mp4,244,right,168.85,155.35,144.93,0.1397,0,sagging
Copy of push up 149.mp4,245,right,171.23,156.92,152.24,0.1207,0,sagging
Copy of push up 149.mp4,246,right,173.66,160.59,157.91,0.0978,0,sagging
Copy of push up 149.mp4,247,right,174.48,164.38,161.75,0.078,0,sagging
Copy of push up 149.mp4,248,right,175.89,170.48,163.29,0.0549,0,sagging
Copy of push up 149.mp4,249,right,177.94,174.55,166.14,0.0373,0,salah
Copy of push up 149.mp4,250,right,177.51,178.27,170.37,0.0193,0,salah
Copy of push up 149.mp4,251,right,178.35,176.41,174.48,-0.0028,0,salah
Copy of push up 149.mp4,252,right,179.27,167.14,172.13,-0.0272,0,salah
Copy of push up 149.mp4,253,right,179.25,163.22,172.28,-0.0389,0,salah
Copy of push up 149.mp4,254,right,178.89,159.98,174.13,-0.051,0,hike
Copy of push up 149.mp4,255,right,179.23,159.08,175.46,-0.0556,0,hike
Copy of push up 149.mp4,256,right,178.76,156.1,173.98,-0.0622,0,hike
Copy of push up 149.mp4,257,right,178.89,152.6,172.1,-0.0698,0,hike
Copy of push up 149.mp4,258,right,178.96,151.23,173.56,-0.0765,0,hike
Copy of push up 149.mp4,259,right,178.61,152.16,174.39,-0.0747,0,hike
Copy of push up 149.mp4,260,right,178.63,152.54,175.41,-0.075,0,hike
Copy of push up 149.mp4,261,right,178.67,153.26,176.22,-0.0746,0,hike
Copy of push up 149.mp4,262,right,178.8,153.64,176.75,-0.0747,0,hike
Copy of push up 149.mp4,263,right,178.71,153.75,176.64,-0.0744,0,hike
Copy of push up 149.mp4,264,right,178.34,153.91,176.28,-0.073,0,hike
Copy of push up 149.mp4,265,right,178.4,153.62,176.15,-0.0737,0,hike
Copy of push up 149.mp4,266,right,178.46,153.45,176.34,-0.0747,0,hike
Copy of push up 149.mp4,267,right,178.72,153.77,176.36,-0.074,0,hike
Copy of push up 149.mp4,268,right,178.21,153.94,175.66,-0.072,0,hike
Copy of push up 149.mp4,269,right,178.17,154.52,175.83,-0.0705,0,hike
Copy of push up 149.mp4,270,right,178.37,154.63,175.61,-0.0698,0,hike
Copy of push up 149.mp4,271,right,178.44,154.9,175.47,-0.0688,0,hike
Copy of push up 149.mp4,272,right,178.41,155.02,175.26,-0.0681,0,hike
Copy of push up 149.mp4,273,right,178.52,155.37,175.22,-0.067,0,hike
Copy of push up 149.mp4,274,right,178.84,155.71,175.39,-0.0662,0,hike
Copy of push up 149.mp4,275,right,179.2,155.82,175.59,-0.0661,0,hike
Copy of push up 149.mp4,276,right,179.28,156.14,175.83,-0.0655,0,hike
Copy of push up 149.mp4,277,right,179.19,156.29,175.88,-0.0652,0,hike
Copy of push up 149.mp4,278,right,179.01,156.52,176.1,-0.0648,0,hike
Copy of push up 149.mp4,279,right,178.92,156.6,176.15,-0.0648,0,hike
Copy of push up 149.mp4,280,right,178.86,156.82,176.04,-0.064,0,hike
Copy of push up 149.mp4,281,right,178.85,157.63,176.27,-0.062,0,hike
Copy of push up 149.mp4,282,right,178.84,157.87,176.54,-0.0618,0,hike
Copy of push up 149.mp4,283,right,178.77,158.38,176.64,-0.0604,0,hike
Copy of push up 149.mp4,284,right,178.87,158.72,176.8,-0.0597,0,hike
Copy of push up 149.mp4,285,right,178.93,159.28,177.03,-0.0584,0,hike
Copy of push up 149.mp4,286,right,178.91,159.92,177.51,-0.0572,0,hike
Copy of push up 149.mp4,287,right,178.88,160.29,177.81,-0.0566,0,hike
Copy of push up 149.mp4,288,right,178.92,160.69,178.12,-0.0559,0,hike
Copy of push up 149.mp4,289,right,178.98,160.69,178.12,-0.0558,0,hike
Copy of push up 149.mp4,290,right,179.03,160.71,178.1,-0.0557,0,hike
Copy of push up 149.mp4,291,right,179.1,160.75,178.11,-0.0556,0,hike
Copy of push up 149.mp4,292,right,179.2,160.66,178.1,-0.0558,0,hike
Copy of push up 149.mp4,293,right,179.16,160.68,178.07,-0.0557,0,hike
Copy of push up 149.mp4,294,right,179.16,160.72,178.09,-0.0555,0,hike
Copy of push up 149.mp4,295,right,179.15,160.69,178.04,-0.0556,0,hike
Copy of push up 149.mp4,296,right,179.16,160.7,178.03,-0.0555,0,hike
Copy of push up 149.mp4,297,right,179.17,160.62,178.0,-0.0557,0,hike
Copy of push up 149.mp4,298,right,179.19,160.6,177.92,-0.0556,0,hike
Copy of push up 149.mp4,299,right,179.25,160.56,177.9,-0.0557,0,hike
Copy of push up 149.mp4,300,right,179.26,160.55,177.87,-0.0557,0,hike
Copy of push up 149.mp4,301,right,179.29,160.53,177.85,-0.0557,0,hike
Copy of push up 149.mp4,302,right,179.31,160.51,177.83,-0.0557,0,hike
Copy of push up 149.mp4,303,right,179.33,160.5,177.81,-0.0557,0,hike
Copy of push up 149.mp4,304,right,179.35,160.49,177.82,-0.0557,0,hike
Copy of push up 149.mp4,305,right,179.36,160.5,177.83,-0.0557,0,hike
Copy of push up 149.mp4,306,right,179.37,160.49,177.82,-0.0557,0,hike
Copy of push up 149.mp4,307,right,179.36,160.52,177.82,-0.0556,0,hike
Copy of push up 149.mp4,308,right,179.36,160.61,177.9,-0.0555,0,hike
Copy of push up 149.mp4,309,right,179.32,160.6,177.89,-0.0555,0,hike
Copy of push up 149.mp4,310,right,179.32,160.68,177.92,-0.0553,0,hike
Copy of push up 149.mp4,311,right,179.32,160.67,177.93,-0.0553,0,hike
Copy of push up 149.mp4,312,right,179.33,160.69,177.93,-0.0552,0,hike
Copy of push up 149.mp4,313,right,179.33,160.67,177.93,-0.0553,0,hike
Copy of push up 149.mp4,314,right,179.33,160.71,177.93,-0.0552,0,hike
Copy of push up 149.mp4,315,right,179.33,160.68,177.93,-0.0553,0,hike
Copy of push up 149.mp4,316,right,179.34,160.69,177.92,-0.0553,0,hike
Copy of push up 149.mp4,317,right,179.34,160.67,177.91,-0.0553,0,hike
Copy of push up 149.mp4,318,right,179.35,160.66,177.91,-0.0553,0,hike
Copy of push up 149.mp4,319,right,179.36,160.64,177.93,-0.0554,0,hike
Copy of push up 149.mp4,320,right,179.33,160.63,177.89,-0.0554,0,hike
Copy of push up 149.mp4,321,right,179.34,160.72,177.95,-0.0552,0,hike
Copy of push up 149.mp4,322,right,179.34,160.72,177.99,-0.0553,0,hike
Copy of push up 149.mp4,323,right,179.37,160.62,177.9,-0.0554,0,hike
Copy of push up 149.mp4,324,right,179.37,160.53,177.77,-0.0554,0,hike
13.mp4,1,right,176.03,164.52,166.55,-0.0257,0,salah
13.mp4,2,right,178.69,162.74,162.5,-0.0257,0,salah
13.mp4,3,right,179.49,162.49,161.91,-0.0256,0,salah
13.mp4,4,right,179.3,161.7,161.4,-0.0271,0,salah
13.mp4,5,right,179.48,160.93,161.03,-0.0288,0,salah
13.mp4,6,right,179.4,159.35,160.4,-0.0325,0,salah
13.mp4,7,right,179.46,158.04,159.89,-0.0355,0,salah
13.mp4,8,right,178.69,157.19,159.68,-0.0374,0,salah
13.mp4,9,right,178.8,156.67,159.2,-0.038,0,salah
13.mp4,10,right,179.09,156.5,158.78,-0.0377,0,salah
13.mp4,11,right,178.72,156.0,157.65,-0.0378,0,salah
13.mp4,12,right,178.93,156.4,157.81,-0.037,0,salah
13.mp4,13,right,173.46,156.84,157.16,-0.035,0,salah
13.mp4,14,right,179.55,156.91,156.43,-0.0338,0,salah
13.mp4,15,right,178.25,157.8,156.27,-0.0306,0,salah
13.mp4,16,right,176.97,157.98,153.79,-0.0272,0,salah
13.mp4,17,right,176.68,158.95,153.87,-0.0245,0,salah
13.mp4,18,right,176.75,159.06,152.89,-0.023,0,salah
13.mp4,19,right,177.77,158.38,152.79,-0.0244,0,salah
13.mp4,20,right,178.83,158.31,152.99,-0.0242,0,salah
13.mp4,21,right,179.34,157.29,152.27,-0.0258,0,salah
13.mp4,22,right,177.28,157.71,152.56,-0.0247,0,salah
13.mp4,23,right,174.71,158.96,152.54,-0.021,0,salah
13.mp4,24,right,174.72,160.25,152.86,-0.0177,0,salah
13.mp4,25,right,175.62,161.65,153.74,-0.015,0,salah
13.mp4,26,right,175.71,163.17,151.47,-0.0082,0,salah
13.mp4,27,right,169.34,163.95,152.64,-0.0074,0,salah
13.mp4,28,right,163.76,164.59,152.52,-0.0055,0,salah
13.mp4,29,right,157.47,167.62,154.61,0.0001,0,salah
13.mp4,30,right,154.83,167.96,154.06,0.002,0,salah
13.mp4,31,right,151.87,167.0,149.45,0.0049,0,salah
13.mp4,32,right,158.18,167.41,148.67,0.0074,0,salah
13.mp4,33,right,156.45,169.43,149.96,0.0114,0,salah
13.mp4,34,right,153.25,170.05,150.39,0.0124,0,salah
13.mp4,35,right,155.68,169.39,148.75,0.0127,0,salah
13.mp4,36,right,147.54,169.63,148.7,0.0133,0,salah
13.mp4,37,right,145.55,169.36,146.12,0.0157,0,salah
13.mp4,38,right,149.18,169.66,146.5,0.0163,0,salah
13.mp4,39,right,140.87,171.25,145.41,0.0216,0,salah
13.mp4,40,right,138.87,175.04,145.86,0.0305,0,salah
13.mp4,41,right,126.29,172.31,143.22,0.0266,0,salah
13.mp4,42,right,116.47,171.73,141.14,0.0276,0,salah
13.mp4,43,right,136.25,174.24,140.7,0.0349,0,salah
13.mp4,44,right,85.02,172.44,139.87,0.0308,0,salah
13.mp4,45,right,56.43,172.64,139.5,0.0317,0,salah
13.mp4,46,right,110.35,173.05,138.46,0.0336,0,salah
13.mp4,47,right,64.17,172.94,137.42,0.0345,0,salah
13.mp4,48,right,63.25,173.88,136.76,0.0377,0,salah
13.mp4,49,right,68.38,173.27,133.5,0.0403,0,sagging
13.mp4,50,right,76.81,175.75,134.15,0.0458,0,sagging
13.mp4,51,right,114.6,175.79,131.62,0.0492,0,sagging
13.mp4,52,right,154.74,179.43,132.1,0.0578,0,sagging
13.mp4,53,right,153.9,179.6,130.93,0.061,0,sagging
13.mp4,54,right,155.64,179.43,130.44,0.0616,0,sagging
13.mp4,55,right,150.51,179.26,130.71,0.0645,0,sagging
13.mp4,56,right,79.33,179.46,132.27,0.0611,0,sagging
13.mp4,57,right,25.55,179.55,132.53,0.0591,0,sagging
13.mp4,58,right,11.73,177.27,134.53,0.0633,0,sagging
13.mp4,59,right,11.1,179.5,133.34,0.0574,0,sagging
13.mp4,60,right,11.4,179.59,133.04,0.0585,0,sagging
13.mp4,61,right,14.35,178.9,132.14,0.0575,0,sagging
13.mp4,62,right,11.47,178.46,133.54,0.0619,0,sagging
13.mp4,63,right,15.39,179.04,130.69,0.06,0,sagging
13.mp4,64,right,20.99,178.5,130.67,0.0586,0,sagging
13.mp4,65,right,38.96,177.88,130.88,0.0566,0,sagging
13.mp4,66,right,91.48,178.48,132.23,0.0567,0,sagging
13.mp4,67,right,101.16,179.36,133.06,0.0583,0,sagging
13.mp4,68,right,93.71,179.14,133.38,0.0573,0,sagging
13.mp4,69,right,100.07,179.31,133.97,0.0568,0,sagging
13.mp4,70,right,96.01,177.91,133.94,0.0532,0,sagging
13.mp4,71,right,96.59,176.93,133.89,0.0507,0,sagging
13.mp4,72,right,96.53,178.15,135.5,0.0512,0,sagging
13.mp4,73,right,81.6,176.44,135.26,0.0471,0,sagging
13.mp4,74,right,36.77,175.24,135.41,0.044,0,sagging
13.mp4,75,right,36.59,174.5,134.81,0.043,0,sagging
13.mp4,76,right,29.6,172.98,134.87,0.0394,0,salah
13.mp4,77,right,1.62,171.26,135.01,0.035,0,salah
13.mp4,78,right,10.95,172.07,135.07,0.0369,0,salah
13.mp4,79,right,11.22,172.44,135.38,0.0375,0,salah
13.mp4,80,right,20.41,172.38,135.11,0.0376,0,salah
13.mp4,81,right,27.25,172.37,135.53,0.0372,0,salah
13.mp4,82,right,25.77,171.94,136.3,0.0352,0,salah
13.mp4,83,right,21.44,172.17,136.19,0.0359,0,salah
13.mp4,84,right,19.08,172.65,136.45,0.0368,0,salah
13.mp4,85,right,30.17,172.95,137.03,0.037,0,salah
13.mp4,86,right,32.57,173.02,136.99,0.0373,0,salah
13.mp4,87,right,19.64,172.34,137.4,0.035,0,salah
13.mp4,88,right,17.91,171.94,137.29,0.0343,0,salah
13.mp4,89,right,2.35,172.19,137.09,0.0353,0,salah
13.mp4,90,right,2.87,172.49,137.1,0.0361,0,salah
13.mp4,91,right,9.57,172.59,137.03,0.0365,0,salah
13.mp4,92,right,16.44,173.0,137.08,0.0372,0,salah
13.mp4,93,right,35.11,173.3,136.79,0.0384,0,salah
13.mp4,94,right,73.97,176.76,136.97,0.0466,0,sagging
13.mp4,95,right,84.1,178.93,136.31,0.0528,0,sagging
13.mp4,96,right,84.16,177.55,136.04,0.0615,0,sagging
13.mp4,97,right,96.14,175.34,135.28,0.0689,0,sagging
13.mp4,98,right,106.31,173.43,135.09,0.0741,0,sagging
13.mp4,99,right,88.1,171.38,134.79,0.0796,0,sagging
13.mp4,100,right,131.69,167.25,135.9,0.09,0,sagging
13.mp4,101,right,164.28,166.2,136.06,0.0929,0,sagging
13.mp4,102,right,177.87,166.77,135.12,0.0929,0,sagging
13.mp4,103,right,153.57,168.85,132.49,0.092,0,sagging
13.mp4,104,right,147.26,173.42,129.22,0.0837,0,sagging
13.mp4,105,right,160.73,175.59,126.34,0.0839,0,sagging
13.mp4,106,right,157.04,179.42,124.36,0.0759,0,sagging
13.mp4,107,right,158.44,179.04,122.89,0.0741,0,sagging
13.mp4,108,right,160.03,176.56,121.19,0.0683,0,sagging
13.mp4,109,right,160.42,175.44,124.25,0.0607,0,sagging
13.mp4,110,right,160.48,176.87,126.23,0.0621,0,sagging
13.mp4,111,right,161.88,177.01,126.85,0.0617,0,sagging
13.mp4,112,right,161.98,174.08,126.01,0.054,0,sagging
13.mp4,113,right,160.21,172.59,127.64,0.0476,0,sagging
13.mp4,114,right,161.82,172.24,126.05,0.0488,0,sagging
13.mp4,115,right,161.75,172.61,125.53,0.0505,0,sagging
13.mp4,116,right,162.65,171.25,125.17,0.0471,0,sagging
13.mp4,117,right,162.97,170.58,126.58,0.0434,0,sagging
13.mp4,118,right,164.15,170.68,129.4,0.0403,0,sagging
13.mp4,119,right,170.81,169.64,131.94,0.0342,0,salah
13.mp4,120,right,172.51,169.92,134.1,0.0326,0,salah
13.mp4,121,right,174.14,170.57,135.74,0.033,0,salah
3.mp4,1,right,167.71,155.31,156.86,-0.0405,0,hike
3.mp4,2,right,169.67,159.89,155.54,-0.0252,0,salah
3.mp4,3,right,170.16,164.6,156.82,-0.0133,0,salah
3.mp4,4,right,170.12,166.1,154.62,-0.0076,0,salah
3.mp4,5,right,169.63,166.53,156.07,-0.0082,0,salah
3.mp4,6,right,168.94,166.8,155.35,-0.0068,0,salah
3.mp4,7,right,167.6,168.32,156.08,-0.0032,0,salah
3.mp4,8,right,166.28,167.55,155.32,-0.0041,0,salah
3.mp4,9,right,164.87,165.84,155.11,-0.0086,0,salah
3.mp4,10,right,164.11,165.36,155.4,-0.0103,0,salah
3.mp4,11,right,161.14,167.2,152.47,-0.0017,0,salah
3.mp4,12,right,156.28,165.29,150.38,-0.0033,0,salah
3.mp4,13,right,154.7,162.56,146.24,-0.0047,0,salah
3.mp4,14,right,153.19,163.58,149.57,-0.0057,0,salah
3.mp4,15,right,152.51,162.79,145.38,-0.0028,0,salah
3.mp4,16,right,143.82,163.11,145.17,-0.0007,0,salah
3.mp4,17,right,142.69,166.58,145.05,0.0087,0,salah
3.mp4,18,right,139.79,169.5,141.02,0.0209,0,salah
3.mp4,19,right,128.49,171.0,139.7,0.0265,0,salah
3.mp4,20,right,129.53,173.27,140.19,0.032,0,salah
3.mp4,21,right,116.61,176.26,144.54,0.0345,0,salah
3.mp4,22,right,124.66,179.36,146.72,0.0437,0,sagging
3.mp4,23,right,129.14,177.44,150.64,0.0444,0,sagging
3.mp4,24,right,129.77,175.87,150.35,0.0489,0,sagging
3.mp4,25,right,110.57,175.39,149.51,0.0516,0,sagging
3.mp4,26,right,61.4,176.52,149.86,0.0495,0,sagging
3.mp4,27,right,44.0,174.59,149.26,0.055,0,sagging
3.mp4,28,right,48.84,173.77,149.53,0.0573,0,sagging
3.mp4,29,right,42.51,175.43,149.93,0.0522,0,sagging
3.mp4,30,right,42.29,175.73,151.69,0.049,0,sagging
3.mp4,31,right,38.9,176.1,150.62,0.0496,0,sagging
3.mp4,32,right,41.09,174.76,151.04,0.053,0,sagging
3.mp4,33,right,40.68,174.13,151.18,0.0543,0,sagging
3.mp4,34,right,37.66,174.61,150.46,0.0543,0,sagging
3.mp4,35,right,43.29,173.01,150.48,0.0588,0,sagging
3.mp4,36,right,43.74,173.79,149.21,0.0584,0,sagging
3.mp4,37,right,62.0,173.37,150.9,0.0571,0,sagging
3.mp4,38,right,84.35,169.13,150.93,0.0692,0,sagging
3.mp4,39,right,94.24,167.09,151.25,0.0748,0,sagging
3.mp4,40,right,117.01,167.46,151.78,0.0726,0,sagging
3.mp4,41,right,110.79,167.11,150.86,0.0753,0,sagging
3.mp4,42,right,114.45,164.18,151.73,0.0838,0,sagging
3.mp4,43,right,120.18,163.64,151.81,0.0855,0,sagging
3.mp4,44,right,127.92,160.77,153.05,0.0941,0,sagging
3.mp4,45,right,123.52,159.88,153.71,0.0967,0,sagging
3.mp4,46,right,127.0,159.51,152.48,0.0999,0,sagging
3.mp4,47,right,130.71,158.65,152.37,0.1033,0,sagging
3.mp4,48,right,148.29,158.7,150.55,0.1066,0,sagging
3.mp4,49,right,158.7,160.32,148.41,0.1054,0,sagging
3.mp4,50,right,163.11,161.34,146.83,0.1047,0,sagging
3.mp4,51,right,164.1,162.66,144.16,0.1061,0,sagging
3.mp4,52,right,163.73,163.55,142.45,0.1059,0,sagging
3.mp4,53,right,162.22,162.5,142.29,0.1098,0,sagging
3.mp4,54,right,165.87,164.19,140.15,0.1083,0,sagging
3.mp4,55,right,165.63,165.0,138.31,0.1092,0,sagging
3.mp4,56,right,166.69,165.07,136.86,0.1127,0,sagging
3.mp4,57,right,167.68,165.72,135.75,0.1132,0,sagging
3.mp4,58,right,167.75,166.89,133.15,0.114,0,sagging
3.mp4,59,right,166.96,166.72,131.9,0.1174,0,sagging
3.mp4,60,right,168.34,165.86,131.53,0.1214,0,sagging
3.mp4,61,right,168.23,166.72,130.38,0.1211,0,sagging
3.mp4,62,right,168.8,167.82,129.21,0.1194,0,sagging
3.mp4,63,right,168.64,169.06,128.22,0.1168,0,sagging
3.mp4,64,right,168.18,169.47,128.72,0.115,0,sagging
3.mp4,65,right,168.28,168.68,130.21,0.1161,0,sagging
3.mp4,66,right,168.53,168.54,131.52,0.1147,0,sagging
3.mp4,67,right,169.1,168.72,133.28,0.1114,0,sagging
3.mp4,68,right,169.94,168.85,134.21,0.1094,0,sagging
3.mp4,69,right,170.82,169.06,137.49,0.1045,0,sagging
3.mp4,70,right,171.59,169.6,138.28,0.1012,0,sagging
3.mp4,71,right,172.39,170.44,139.16,0.0967,0,sagging
3.mp4,72,right,173.23,173.18,141.69,0.0823,0,sagging
3.mp4,73,right,175.17,174.05,141.1,0.0782,0,sagging
3.mp4,74,right,175.61,174.42,143.99,0.0712,0,sagging
3.mp4,75,right,175.77,175.51,145.66,0.064,0,sagging
3.mp4,76,right,175.75,175.89,147.97,0.0591,0,sagging
3.mp4,77,right,175.83,176.71,150.57,0.054,0,sagging
3.mp4,78,right,175.23,178.06,152.55,0.0462,0,sagging
3.mp4,79,right,176.97,178.98,157.9,0.0357,0,salah
3.mp4,80,right,175.8,179.44,160.25,0.031,0,salah
3.mp4,81,right,177.11,179.21,157.28,0.0308,0,salah
3.mp4,82,right,177.15,178.42,160.08,0.0246,0,salah
3.mp4,83,right,176.19,176.45,160.62,0.0172,0,salah
3.mp4,84,right,176.14,173.36,157.38,0.0117,0,salah
3.mp4,85,right,175.66,172.49,156.98,0.0093,0,salah
3.mp4,86,right,175.35,172.7,156.34,0.0109,0,salah
3.mp4,87,right,175.43,172.26,156.61,0.0093,0,salah
3.mp4,88,right,176.16,171.69,155.97,0.0082,0,salah
3.mp4,89,right,175.76,171.33,155.99,0.0069,0,salah
3.mp4,90,right,174.96,172.17,157.91,0.0072,0,salah
3.mp4,91,right,176.41,172.69,157.67,0.0089,0,salah
3.mp4,92,right,175.92,172.53,157.19,0.009,0,salah
3.mp4,93,right,175.8,172.1,156.54,0.0085,0,salah
3.mp4,94,right,174.41,172.37,158.87,0.0064,0,salah
3.mp4,95,right,174.97,172.18,158.59,0.0063,0,salah
3.mp4,96,right,174.79,171.53,158.38,0.0045,0,salah
3.mp4,97,right,173.57,170.88,157.46,0.0037,0,salah
3.mp4,98,right,173.51,170.71,157.44,0.0033,0,salah
3.mp4,99,right,173.41,170.54,157.28,0.0029,0,salah
3.mp4,100,right,172.76,170.81,159.95,0.0002,0,salah
3.mp4,101,right,172.75,170.15,162.46,-0.0051,0,salah
3.mp4,102,right,172.91,170.01,162.25,-0.0054,0,salah
3.mp4,103,right,172.78,169.96,160.1,-0.0028,0,salah
3.mp4,104,right,172.64,170.09,161.13,-0.0043,0,salah
Copy of push up 37.mp4,1,right,178.92,151.43,176.21,-0.0768,0,hike
Copy of push up 37.mp4,2,right,178.79,151.22,176.5,-0.0767,0,hike
Copy of push up 37.mp4,3,right,178.61,151.16,176.49,-0.0764,0,hike
Copy of push up 37.mp4,4,right,178.51,150.99,176.8,-0.0764,0,hike
Copy of push up 37.mp4,5,right,177.97,151.45,176.87,-0.0747,0,hike
Copy of push up 37.mp4,6,right,177.64,153.18,177.31,-0.0701,0,hike
